family,file_read,file_created,regkey_written,regkey_read,apistats,command_line,directory_enumerated,dll_loaded,tree_command_line,arguments,urls,proc_pid
G,18274,0,0,0,0,0,0,0,0,0,38,7
G,18878,0,0,0,0,0,0,0,0,0,42,1
G,17994,0,0,0,0,486,0,0,0,6,36,7
G,2931,28,0,0,0,324,0,0,0,4,3,5
G,15324,0,0,0,0,0,0,0,0,0,44,11
G,20880,0,0,0,0,0,0,0,0,0,35,5
G,20752,0,0,0,0,81,0,0,0,1,12,6
G,22533,0,0,0,0,162,0,0,0,2,12,3
G,17234,0,0,0,0,4831,0,0,0,122,58,13
G,15733,0,0,0,0,1332,0,0,0,27,17,8
G,15439,0,0,0,0,1091,0,0,0,24,2,13
G,15841,0,0,0,0,0,0,0,0,0,8,10
G,16318,0,0,0,0,364,0,0,0,4,27,8
G,16712,0,0,0,0,0,0,0,0,0,9,8
G,15659,0,0,0,0,0,0,0,0,0,3,8
G,15881,0,0,0,0,395,0,0,0,9,4,13
G,15479,0,0,0,0,0,0,0,0,0,1,7
G,14932,0,0,0,0,0,0,0,0,0,3,5
G,15953,0,0,0,0,48,0,0,0,1,1,7
G,15921,0,0,0,0,975,0,0,0,23,5,7
G,17014,0,0,0,0,131,0,0,0,1,0,7
G,16212,0,0,0,0,0,0,0,0,0,5,9
G,16293,0,0,0,0,395,0,0,0,9,9,11
G,17188,0,0,0,0,0,0,0,0,0,3,3
G,16396,0,0,0,0,0,0,0,0,0,1,4
G,17549,0,0,0,0,0,0,0,0,0,7,6
G,17483,0,0,0,0,0,0,0,0,0,0,4
G,16915,0,0,0,0,0,0,0,0,0,3,5
G,16544,0,0,0,0,0,0,0,0,0,0,2
G,17418,0,0,0,0,0,0,0,0,0,3,2
G,17543,0,0,0,0,0,0,0,0,0,1,3
G,17495,0,0,0,0,0,0,0,0,0,7,2
G,17278,0,0,0,0,33,0,0,0,0,14,3
G,16689,0,0,0,0,0,0,0,0,0,6,6
G,17109,0,0,0,0,0,0,0,0,0,0,4
G,18297,0,0,0,0,0,0,0,0,0,4,10
G,17902,0,0,0,0,81,0,0,0,1,0,6
G,17557,0,0,0,0,81,0,0,0,1,2,3
G,18475,0,0,0,0,81,0,0,0,1,0,3
G,18528,0,0,0,0,81,0,0,0,1,4,4
G,18095,0,0,0,0,81,0,0,0,1,0,5
G,18154,0,0,0,0,0,0,0,0,0,5,5
G,18680,0,0,0,0,81,0,0,0,1,14,5
G,18201,0,0,0,0,81,0,0,0,1,4,5
G,17327,0,0,0,0,0,0,0,0,0,0,1
G,18578,0,0,0,0,0,0,0,0,0,4,2
G,19102,0,0,0,0,81,0,0,0,1,0,4
G,17694,0,0,0,0,81,0,0,0,1,3,3
G,17712,0,0,0,0,0,0,0,0,0,0,5
G,18692,0,0,0,0,81,0,0,0,1,4,6
G,18933,0,0,0,0,81,0,0,0,1,0,3
G,22011,33,0,0,0,442,0,0,0,5,37,14
G,49383,0,0,0,0,81,0,0,0,1,16,2
G,50961,0,0,0,0,81,0,0,0,1,19,3
G,46978,0,0,0,0,261,0,0,0,3,4,4
G,50071,0,0,0,0,81,0,0,0,1,16,4
G,46796,0,0,0,0,575,0,0,0,11,18,6
G,48729,0,0,0,0,81,0,0,0,1,4,1
G,47948,0,0,0,0,81,0,0,0,1,1,2
G,45137,0,0,0,0,81,0,0,0,1,3,3
G,43730,0,0,0,0,0,0,0,0,0,0,1
G,45665,0,0,0,0,0,0,0,0,0,5,4
G,43001,0,0,0,0,0,0,0,0,0,31,9
G,44278,0,0,0,0,0,0,0,0,0,5,10
G,44491,0,0,0,0,48,0,0,0,1,1,8
G,43263,0,0,0,0,0,0,0,0,0,4,3
G,43881,0,0,0,0,0,0,0,0,0,0,5
G,44157,0,0,0,0,0,0,0,0,0,6,2
G,44796,0,0,0,0,0,0,0,0,0,14,1
G,44382,0,0,0,0,0,0,0,0,0,4,2
G,43021,0,0,0,0,0,0,0,0,0,0,0
G,41118,0,0,0,0,0,0,0,0,0,11,6
G,44349,0,0,0,0,0,0,0,0,0,18,5
G,17384,0,0,0,0,0,0,0,0,0,5,2
G,16865,0,0,0,0,0,0,0,0,0,0,2
G,17304,0,0,0,0,81,0,0,0,1,4,3
G,17560,0,0,0,0,0,0,0,0,0,0,6
G,16140,0,0,0,0,81,0,0,0,1,3,9
G,17484,0,0,0,0,0,0,0,0,0,1,2
G,17108,0,0,0,0,0,0,0,0,0,4,3
G,17520,0,0,0,0,0,0,0,0,0,0,4
G,17122,0,0,0,0,0,0,0,0,0,6,5
G,17482,0,0,0,0,0,0,0,0,0,14,4
G,12396,0,0,0,0,0,0,0,0,0,7,6
G,18290,0,0,0,0,228,0,0,0,3,23,11
G,16803,0,0,0,0,0,0,0,0,0,0,3
G,16403,0,0,0,0,0,0,0,0,0,4,5
G,17652,0,0,0,0,0,0,0,0,0,2,2
G,16173,0,0,0,0,0,0,0,0,0,5,4
G,18599,0,0,0,0,0,0,0,0,0,0,4
G,20645,0,0,0,0,0,0,0,0,0,4,9
G,20303,0,0,0,0,0,0,0,0,0,3,7
G,17561,0,0,0,0,0,0,0,0,0,10,4
G,19005,0,0,0,0,2341,0,0,0,27,17,11
G,15754,0,0,0,0,0,0,0,0,0,25,9
G,20208,0,0,0,0,236,0,0,0,3,10,6
G,21116,0,0,0,0,81,0,0,0,1,14,4
G,20891,0,0,0,0,220,0,0,0,4,6,5
G,18572,1,0,0,0,608,0,0,0,5,9,6
G,18257,0,0,0,0,81,0,0,0,1,27,2
G,18648,0,0,0,0,81,0,0,0,1,10,5
G,19091,0,0,0,0,2192,0,0,0,51,13,6
G,5279,0,0,0,0,81,0,0,0,1,4,2
G,23381,0,0,0,0,2109,0,0,0,50,4,8
G,18997,0,0,0,0,81,0,0,0,1,20,6
G,19251,0,0,0,0,81,0,0,0,1,2,2
G,18567,0,0,0,0,81,0,0,0,1,3,2
G,17534,0,0,0,0,81,0,0,0,1,2,6
G,19710,0,0,0,0,81,0,0,0,1,5,3
G,18224,0,0,0,0,81,0,0,0,1,0,4
G,18585,0,0,0,0,81,0,0,0,1,9,5
G,18036,0,0,0,0,0,0,0,0,0,1,3
G,18912,0,0,0,0,81,0,0,0,1,4,3
G,17977,0,0,0,0,81,0,0,0,1,0,4
G,18108,0,0,0,0,81,0,0,0,1,32,8
G,18087,0,0,0,0,81,0,0,0,1,6,3
G,18441,0,0,0,0,81,0,0,0,1,7,6
G,19353,0,0,0,0,81,0,0,0,1,0,4
G,18837,0,0,0,0,0,0,0,0,0,7,3
G,18474,0,0,0,0,81,0,0,0,1,1,3
G,18151,0,0,0,0,2112,0,0,0,50,8,9
G,18604,0,0,0,0,81,0,0,0,1,1,3
G,19923,0,0,0,0,2192,0,0,0,51,5,4
G,20276,0,0,0,0,81,0,0,0,1,1,6
G,19529,0,0,0,0,81,0,0,0,1,20,4
G,20538,0,0,0,0,0,0,0,0,0,1,5
G,19891,0,0,0,0,81,0,0,0,1,3,7
G,20816,0,0,0,0,81,0,0,0,1,2,6
G,20138,0,0,0,0,81,0,0,0,1,3,5
G,18590,0,0,0,0,129,0,0,0,2,0,8
G,19890,0,0,0,0,81,0,0,0,1,4,6
G,19764,0,0,0,0,81,0,0,0,1,1,6
G,21011,0,0,0,0,257,0,0,0,4,5,8
G,19080,0,0,0,0,0,0,0,0,0,3,4
G,19913,0,0,0,0,114,0,0,0,1,24,6
G,20368,0,0,0,0,81,0,0,0,1,0,4
G,19684,0,0,0,0,81,0,0,0,1,3,4
G,20055,0,0,0,0,81,0,0,0,1,3,5
G,21055,0,0,0,0,81,0,0,0,1,3,6
G,19971,0,0,0,0,81,0,0,0,1,1,7
G,19997,0,0,0,0,0,0,0,0,0,7,3
G,20040,0,0,0,0,81,0,0,0,1,0,6
G,19916,0,0,0,0,81,0,0,0,1,4,4
G,19839,0,0,0,0,81,0,0,0,1,0,9
G,5839,0,0,0,0,179,0,0,0,3,10,8
G,43094,0,0,0,0,2681,0,0,0,60,94,33
G,49442,0,0,0,0,81,0,0,0,1,7,9
G,49830,0,0,0,0,2191,0,0,0,51,11,6
G,50053,0,0,0,0,81,0,0,0,1,12,5
G,50631,0,0,0,0,81,0,0,0,1,10,3
G,47149,0,0,0,0,0,0,0,0,0,4,2
G,49421,0,0,0,0,81,0,0,0,1,1,3
G,50123,0,0,0,0,81,0,0,0,1,15,3
G,47838,0,0,0,0,81,0,0,0,1,1,5
G,47588,0,0,0,0,81,0,0,0,1,5,3
G,47839,0,0,0,0,612,0,0,0,10,21,9
G,43399,0,0,0,0,81,0,0,0,1,10,4
G,46285,0,0,0,0,476,0,0,0,10,1,3
G,45613,0,0,0,0,81,0,0,0,1,4,8
G,46768,0,0,0,0,81,0,0,0,1,1,2
G,41341,0,0,0,0,0,0,0,0,0,3,1
G,41940,0,0,0,0,781,0,0,0,9,4,18
G,41453,0,0,0,0,0,0,0,0,0,3,4
G,42714,0,0,0,0,0,0,0,0,0,0,3
G,40454,0,0,0,0,48,0,0,0,1,4,8
G,39783,0,0,0,0,0,0,0,0,0,26,7
G,41592,0,0,0,0,0,0,0,0,0,3,6
G,40716,0,0,0,0,0,0,0,0,0,5,5
G,40527,0,0,0,0,0,0,0,0,0,7,4
G,42461,0,0,0,0,0,0,0,0,0,0,2
G,40433,0,0,0,0,0,0,0,0,0,5,2
G,41880,0,0,0,0,0,0,0,0,0,0,2
G,39825,0,0,0,0,0,0,0,0,0,7,9
G,41945,0,0,0,0,0,0,0,0,0,1,2
G,40224,0,0,0,0,0,0,0,0,0,3,2
G,41411,0,0,0,0,70,0,0,0,1,17,2
G,40364,0,0,0,0,0,0,0,0,0,3,2
G,40392,0,0,0,0,0,0,0,0,0,1,2
G,42236,0,0,0,0,0,0,0,0,0,4,3
G,38232,0,0,0,0,48,0,0,0,1,5,4
G,38492,0,0,0,0,395,0,0,0,9,3,8
G,39871,0,0,0,0,0,0,0,0,0,0,5
G,39714,0,0,0,0,0,0,0,0,0,3,4
G,40353,0,0,0,0,0,0,0,0,0,0,8
G,41462,0,0,0,0,0,0,0,0,0,3,3
G,40716,0,0,0,0,0,0,0,0,0,16,4
G,40034,0,0,0,0,0,0,0,0,0,3,2
G,41445,0,0,0,0,0,0,0,0,0,1,3
G,38930,0,0,0,0,0,0,0,0,0,4,5
G,40029,0,0,0,0,0,0,0,0,0,0,1
G,41290,0,0,0,0,0,0,0,0,0,3,1
G,39510,0,0,0,0,0,0,0,0,0,3,2
G,40261,0,0,0,0,0,0,0,0,0,6,5
G,40978,0,0,0,0,0,0,0,0,0,0,3
G,39953,0,0,0,0,0,0,0,0,0,3,5
G,39138,0,0,0,0,0,0,0,0,0,18,7
G,38056,0,0,0,0,99,0,0,0,1,4,3
G,40452,0,0,0,0,0,0,0,0,0,3,7
G,41296,0,0,0,0,0,0,0,0,0,4,4
G,39439,0,0,0,0,0,0,0,0,0,0,3
G,41516,0,0,0,0,0,0,0,0,0,4,7
G,40375,0,0,0,0,0,0,0,0,0,1,1
G,40374,0,0,0,0,0,0,0,0,0,2,3
G,38426,0,0,0,0,48,0,0,0,1,3,5
G,38717,0,0,0,0,0,0,0,0,0,3,4
G,38138,0,0,0,0,0,0,0,0,0,23,7
G,38649,0,0,0,0,271,0,0,0,3,3,6
G,39704,0,0,0,0,0,0,0,0,0,1,3
G,38512,0,0,0,0,0,0,0,0,0,4,0
G,40667,0,0,0,0,0,0,0,0,0,1,3
G,38170,0,0,0,0,0,0,0,0,0,3,4
G,39488,0,0,0,0,0,0,0,0,0,1,4
G,37202,0,0,0,0,2110,0,0,0,50,7,9
G,37407,0,0,0,0,0,0,0,0,0,0,8
G,38747,0,0,0,0,0,0,0,0,0,4,5
G,39513,0,0,0,0,0,0,0,0,0,18,2
G,39076,0,0,0,0,0,0,0,0,0,3,4
G,35968,0,0,0,0,1026,0,0,0,24,4,1
G,38610,0,0,0,0,882,0,0,0,19,7,4
G,39458,0,0,0,0,2111,0,0,0,50,2,5
G,40502,0,0,0,0,0,0,0,0,0,5,6
G,39546,0,0,0,0,0,0,0,0,0,1,3
G,40573,0,0,0,0,0,0,0,0,0,4,3
G,40104,0,0,0,0,1026,0,0,0,24,0,4
G,37308,0,0,0,0,0,0,0,0,0,4,7
G,36681,0,0,0,0,0,0,0,0,0,20,2
G,40574,0,0,0,0,1076,0,0,0,26,3,5
G,38552,0,0,0,0,2111,0,0,0,50,2,6
G,38931,0,0,0,0,0,0,0,0,0,5,4
G,39658,0,0,0,0,2110,0,0,0,50,9,4
G,40298,0,0,0,0,0,0,0,0,0,3,3
G,37930,0,0,0,0,2113,0,0,0,50,0,5
G,41735,0,0,0,0,0,0,0,0,0,6,2
G,39590,0,0,0,0,1036,0,0,0,24,0,5
G,39120,0,0,0,0,0,0,0,0,0,3,4
G,41698,0,0,0,0,1035,0,0,0,24,17,2
G,42290,0,0,0,0,0,0,0,0,0,3,1
G,41252,0,0,0,0,2109,0,0,0,50,1,8
G,41632,0,0,0,0,0,0,0,0,0,4,3
G,44719,0,0,0,0,1036,0,0,0,24,2,6
G,42638,0,0,0,0,1075,0,0,0,26,2,5
G,42656,0,0,0,0,0,0,0,0,0,3,2
G,40436,0,0,0,0,1087,0,0,0,25,7,5
G,42255,0,0,0,0,0,0,0,0,0,28,5
G,44276,0,0,0,0,1036,0,0,0,24,8,4
G,41062,0,0,0,0,0,0,0,0,0,23,3
G,42170,0,0,0,0,0,0,0,0,0,2,0
G,42912,0,0,0,0,1036,0,0,0,24,3,4
G,43988,0,0,0,0,0,0,0,0,0,4,3
G,44914,0,0,0,0,1036,0,0,0,24,3,2
G,47335,0,0,0,0,0,0,0,0,0,4,0
G,43423,0,0,0,0,0,0,0,0,0,5,1
G,41516,0,0,0,0,2191,0,0,0,51,10,8
G,43629,0,0,0,0,1118,0,0,0,25,2,8
G,45633,0,0,0,0,0,0,0,0,0,3,4
G,44012,0,0,0,0,0,0,0,0,0,20,1
G,45152,0,0,0,0,48,0,0,0,1,4,3
G,44909,0,0,0,0,0,0,0,0,0,1,1
G,44593,0,0,0,0,0,0,0,0,0,3,1
G,46502,0,0,0,0,0,0,0,0,0,0,2
G,45808,0,0,0,0,0,0,0,0,0,3,2
G,47084,0,0,0,0,0,0,0,0,0,2,1
G,52121,0,0,0,0,0,0,0,0,0,13,4
G,9365,0,0,0,0,48,0,0,0,1,1,2
G,43303,0,0,0,0,114,0,0,0,1,30,7
G,43423,0,0,0,0,1085,0,0,0,26,7,2
G,52111,0,0,0,0,81,0,0,0,1,8,10
G,53338,0,0,0,0,1034,0,0,0,24,2,6
G,42422,0,0,0,0,2666,0,0,0,59,15,12
G,37590,0,0,0,0,7664,0,0,0,153,80,26
G,41058,0,0,0,0,0,0,0,0,0,9,6
G,47088,0,0,0,0,1036,0,0,0,24,15,8
G,46788,1,0,0,0,113,0,0,0,3,19,5
G,36973,0,0,0,0,1085,0,0,0,26,31,13
G,43237,0,0,0,0,1913,0,0,0,39,15,13
G,44731,0,0,0,0,2261,0,0,0,28,31,8
G,46402,0,0,0,0,0,0,0,0,0,17,5
G,45905,0,0,0,0,1036,0,0,0,24,3,2
G,41604,0,0,0,0,0,0,0,0,0,7,3
G,0,3,0,0,0,486,0,0,0,6,11,13
G,11,0,0,0,0,411,0,0,0,5,19,14
G,0,0,0,0,0,2109,0,0,0,50,8,11
G,0,0,0,0,0,0,0,0,0,0,7,11
G,3,1,0,0,0,1365,0,0,0,27,20,13
G,0,0,0,0,0,1086,0,0,0,26,9,12
G,0,0,0,0,0,0,0,0,0,0,8,11
G,0,0,0,0,0,81,0,0,0,1,6,11
G,0,0,0,0,0,1037,0,0,0,24,5,11
G,0,0,0,0,0,1075,0,0,0,26,1,4
G,0,0,0,0,0,1428,0,0,0,33,5,2
G,0,0,0,0,0,1075,0,0,0,26,8,14
G,0,0,0,0,0,1118,0,0,0,25,6,12
G,0,0,0,0,0,0,0,0,0,0,4,11
G,0,0,0,0,0,0,0,0,0,0,22,9
G,0,0,0,0,0,0,0,0,0,0,5,11
G,0,0,0,0,0,1087,0,0,0,26,7,12
G,0,0,0,0,0,0,0,0,0,0,4,9
G,0,0,0,0,0,0,0,0,0,0,4,10
G,0,0,0,0,0,0,0,0,0,0,4,10
G,0,0,0,0,0,1036,0,0,0,24,4,6
G,0,0,0,0,0,1457,0,0,0,34,7,15
G,0,0,0,0,0,0,0,0,0,0,2,10
G,0,0,0,0,0,0,0,0,0,0,3,10
G,0,0,0,0,0,0,0,0,0,0,17,8
G,0,0,0,0,0,1037,0,0,0,24,7,7
G,0,0,0,0,0,0,0,0,0,0,1,11
G,0,0,0,0,0,0,0,0,0,0,4,9
G,0,0,0,0,0,0,0,0,0,0,3,5
G,0,0,0,0,0,1859,0,0,0,47,19,7
G,0,0,0,0,0,0,0,0,0,0,11,9
G,0,0,0,0,0,81,0,0,0,1,15,5
G,0,0,0,0,0,314,0,0,0,4,4,9
G,0,0,0,0,0,81,0,0,0,1,21,10
G,0,0,0,0,0,222,0,0,0,2,4,11
G,0,0,0,0,0,0,0,0,0,0,5,5
G,0,0,0,0,0,0,0,0,0,0,7,0
G,0,0,0,0,0,0,0,0,0,0,5,0
G,0,0,0,0,0,0,0,0,0,0,5,0
G,0,0,0,0,0,1037,0,0,0,24,4,9
G,0,0,0,0,0,0,0,0,0,0,25,5
G,0,0,0,0,0,0,0,0,0,0,4,7
G,0,0,0,0,0,0,0,0,0,0,5,0
G,0,0,0,0,0,0,0,0,0,0,4,0
G,0,0,0,0,0,0,0,0,0,0,5,9
G,0,0,0,0,0,0,0,0,0,0,8,8
G,0,0,0,0,0,0,0,0,0,0,0,11
G,0,0,0,0,0,48,0,0,0,1,4,10
G,0,0,0,0,0,0,0,0,0,0,17,8
G,0,0,0,0,0,0,0,0,0,0,3,11
G,0,0,0,0,0,218,0,0,0,5,11,15
G,0,0,0,0,0,0,0,0,0,0,5,5
G,0,0,0,0,0,1036,0,0,0,24,2,2
G,0,0,0,0,0,2112,0,0,0,50,7,6
G,0,0,0,0,0,0,0,0,0,0,3,4
G,0,0,0,0,0,0,0,0,0,0,5,2
G,0,0,0,0,0,0,0,0,0,0,8,14
G,0,0,0,0,0,0,0,0,0,0,15,11
G,0,0,0,0,0,0,0,0,0,0,4,11
G,0,0,0,0,0,0,0,0,0,0,0,11
G,0,0,0,0,0,48,0,0,0,1,10,14
G,0,0,0,0,0,2109,0,0,0,50,10,10
G,0,0,0,0,0,0,0,0,0,0,4,11
G,0,0,0,0,0,2110,0,0,0,50,1,13
G,0,0,0,0,0,119,0,0,0,1,6,1
G,0,0,0,0,0,0,0,0,0,0,23,10
G,0,0,0,0,0,1086,0,0,0,26,3,5
G,0,0,0,0,0,0,0,0,0,0,4,4
G,0,0,0,0,0,2191,0,0,0,51,4,11
G,0,0,0,0,0,0,0,0,0,0,5,0
G,0,0,0,0,0,0,0,0,0,0,6,0
G,0,0,0,0,0,0,0,0,0,0,6,2
G,0,0,0,0,0,2112,0,0,0,50,22,12
G,0,0,0,0,0,133,0,0,0,2,7,10
G,0,0,0,0,0,0,0,0,0,0,1,0
G,0,0,0,0,0,2113,0,0,0,50,4,2
G,0,0,0,0,0,99,0,0,0,1,1,1
G,0,0,0,0,0,1086,0,0,0,26,4,1
G,0,0,0,0,0,0,0,0,0,0,6,8
G,0,0,0,0,0,1036,0,0,0,24,21,10
G,0,0,0,0,0,0,0,0,0,0,9,6
G,0,0,0,0,0,1037,0,0,0,24,24,8
G,0,0,0,0,0,0,0,0,0,0,3,7
G,0,0,0,0,0,0,0,0,0,0,2,6
G,0,0,0,0,0,0,0,0,0,0,10,3
G,0,0,0,0,0,0,0,0,0,0,0,3
G,0,0,0,0,0,0,0,0,0,0,6,5
G,0,0,0,0,0,2113,0,0,0,50,6,9
G,0,0,0,0,0,0,0,0,0,0,21,8
G,7,0,0,0,0,81,0,0,0,1,39,7
G,0,0,0,0,0,48,0,0,0,1,4,8
G,0,0,0,0,0,119,0,0,0,1,3,8
G,0,0,0,0,0,0,0,0,0,0,8,3
G,0,0,0,0,0,0,0,0,0,0,1,9
G,0,0,0,0,0,0,0,0,0,0,4,0
G,0,0,0,0,0,81,0,0,0,1,13,3
G,0,0,0,0,0,162,0,0,0,2,0,9
G,0,0,0,0,0,0,0,0,0,0,28,1
G,0,0,0,0,0,0,0,0,0,0,7,1
G,0,0,0,0,0,0,0,0,0,0,12,0
G,0,0,0,0,0,0,0,0,0,0,5,4
G,0,0,0,0,0,397,0,0,0,9,3,1
G,0,0,0,0,0,0,0,0,0,0,5,0
G,0,0,0,0,0,0,0,0,0,0,9,7
G,0,0,0,0,0,0,0,0,0,0,4,5
G,0,0,0,0,0,48,0,0,0,1,8,7
G,0,0,0,0,0,0,0,0,0,0,32,8
G,0,0,0,0,0,0,0,0,0,0,3,2
G,0,0,0,0,0,0,0,0,0,0,4,0
G,0,0,0,0,0,0,0,0,0,0,9,8
G,0,0,0,0,0,0,0,0,0,0,0,1
G,0,0,0,0,0,129,0,0,0,2,43,9
G,0,0,0,0,0,0,0,0,0,0,2,1
G,0,0,0,0,0,0,0,0,0,0,30,7
G,0,0,0,0,0,0,0,0,0,0,1,2
G,0,0,0,0,0,0,0,0,0,0,9,0
G,0,0,0,0,0,0,0,0,0,0,4,5
G,0,0,0,0,0,0,0,0,0,0,4,4
G,0,0,0,0,0,0,0,0,0,0,1,0
G,0,0,0,0,0,0,0,0,0,0,4,0
G,0,0,0,0,0,0,0,0,0,0,8,6
G,0,0,0,0,0,0,0,0,0,0,24,7
G,0,0,0,0,0,0,0,0,0,0,5,0
G,0,0,0,0,0,0,0,0,0,0,6,0
G,0,0,0,0,0,0,0,0,0,0,1,1
G,0,0,0,0,0,0,0,0,0,0,7,1
G,0,0,0,0,0,0,0,0,0,0,9,1
G,0,0,0,0,0,0,0,0,0,0,3,2
G,0,0,0,0,0,0,0,0,0,0,26,6
G,0,0,0,0,0,170,0,0,0,2,11,4
G,0,0,0,0,0,0,0,0,0,0,6,0
G,0,0,0,0,0,0,0,0,0,0,6,1
G,0,0,0,0,0,0,0,0,0,0,3,0
G,0,0,0,0,0,0,0,0,0,0,31,1
G,0,0,0,0,0,0,0,0,0,0,4,0
G,0,0,0,0,0,0,0,0,0,0,4,0
G,0,0,0,0,0,0,0,0,0,0,1,0
G,0,0,0,0,0,0,0,0,0,0,3,0
G,0,0,0,0,0,0,0,0,0,0,10,6
G,0,0,0,0,0,119,0,0,0,1,1,2
G,0,0,0,0,0,0,0,0,0,0,20,3
G,0,0,0,0,0,0,0,0,0,0,5,3
G,0,0,0,0,0,0,0,0,0,0,1,1
G,0,0,0,0,0,0,0,0,0,0,6,7
G,0,0,0,0,0,0,0,0,0,0,0,2
G,0,0,0,0,0,0,0,0,0,0,5,1
G,0,0,0,0,0,0,0,0,0,0,5,1
G,0,0,0,0,0,0,0,0,0,0,9,9
G,0,0,0,0,0,0,0,0,0,0,25,6
G,0,0,0,0,0,0,0,0,0,0,7,1
G,0,0,0,0,0,0,0,0,0,0,9,6
G,0,0,0,0,0,0,0,0,0,0,2,0
G,0,0,0,0,0,0,0,0,0,0,8,1
G,0,0,0,0,0,0,0,0,0,0,9,1
G,0,0,0,0,0,0,0,0,0,0,3,0
G,0,0,0,0,0,0,0,0,0,0,23,3
G,0,0,0,0,0,0,0,0,0,0,3,1
G,0,0,0,0,0,0,0,0,0,0,1,0
G,0,0,0,0,0,0,0,0,0,0,4,0
G,0,0,0,0,0,0,0,0,0,0,1,0
G,0,0,0,0,0,0,0,0,0,0,4,0
G,0,0,0,0,0,0,0,0,0,0,6,1
G,0,0,0,0,0,0,0,0,0,0,1,7
G,0,0,0,0,0,0,0,0,0,0,11,0
G,0,0,0,0,0,0,0,0,0,0,12,4
G,0,0,0,0,0,133,0,0,0,2,5,7
G,0,0,0,0,0,0,0,0,0,0,2,0
G,0,0,0,0,0,100,0,0,0,3,23,7
G,0,0,0,0,0,0,0,0,0,0,1,0
G,0,0,0,0,0,0,0,0,0,0,4,0
G,0,0,0,0,0,147,0,0,0,2,13,4
G,0,0,0,0,0,129,0,0,0,2,24,8
G,0,0,0,0,0,0,0,0,0,0,11,7
G,0,0,0,0,0,0,0,0,0,0,5,7
G,0,0,0,0,0,0,0,0,0,0,7,4
G,0,0,0,0,0,0,0,0,0,0,4,0
G,0,0,0,0,0,0,0,0,0,0,6,8
G,5,0,0,0,0,0,0,0,0,0,39,4
G,0,0,0,0,0,119,0,0,0,1,11,6
G,0,0,0,0,0,0,0,0,0,0,6,0
G,0,0,0,0,0,0,0,0,0,0,2,0
G,0,0,0,0,0,0,0,0,0,0,3,0
G,0,0,0,0,0,0,0,0,0,0,10,6
G,0,0,0,0,0,0,0,0,0,0,19,6
G,0,0,0,0,0,0,0,0,0,0,4,2
G,0,0,0,0,0,0,0,0,0,0,1,3
G,0,0,0,0,0,48,0,0,0,1,6,2
G,0,0,0,0,0,99,0,0,0,1,1,2
G,0,0,0,0,0,0,0,0,0,0,6,2
G,0,0,0,0,0,0,0,0,0,0,1,6
G,0,0,0,0,0,0,0,0,0,0,5,6
G,0,0,0,0,0,0,0,0,0,0,9,4
G,0,0,0,0,0,0,0,0,0,0,27,8
G,0,0,0,0,0,0,0,0,0,0,9,4
G,0,0,0,0,0,0,0,0,0,0,2,3
